commodity_name,date,min_price,max_price,modal_price
Banana,8/12/2019,22.64166667,25.02916667,23.84166667
Banana,8/13/2019,23.35422535,26.01478873,25.00352113
Banana,8/14/2019,20.59483871,23.67887097,22.30564516
Banana,8/15/2019,22.06153846,24.71538462,23.00384615
Banana,8/16/2019,22.659375,26.43671875,24.70359375
Banana,8/17/2019,21.69727273,24.53763636,23.88309091
Banana,8/18/2019,19.23571429,21.28571429,20.525
Banana,8/19/2019,19.49323077,22.47446154,21.42784615
Banana,8/20/2019,20.67339286,24.10607143,23.12821429
Banana,8/21/2019,23.39392857,26.76660714,25.1075
Banana,8/22/2019,23.33982759,26.55482759,25.0712069
Banana,8/23/2019,28.414,33.434,30.866
Banana,8/24/2019,24.81442308,28.44115385,27.12576923
Banana,8/25/2019,19.06666667,20.89166667,21.15
Banana,8/26/2019,23.78625,26.64015625,25.485
Banana,8/27/2019,23.47,26.86611111,25.45092593
Banana,8/28/2019,21.38863636,24.14431818,23.00227273
Banana,8/29/2019,23.06063492,26.69142857,25.02380952
Banana,8/30/2019,23.37272727,26.13227273,24.97272727
Banana,8/31/2019,23.69537037,25.32518519,24.70425926
Banana,9/1/2019,23.07666667,26.71333333,24.93666667
Banana,9/2/2019,24.8031746,27.77936508,26.49285714
Banana,9/3/2019,22.59,25.7509375,24.1234375
Banana,9/4/2019,22.34274194,25.31370968,23.95016129
Banana,9/5/2019,22.80169492,25.88016949,24.51135593
Banana,9/6/2019,25.43227273,28.57742424,27.4719697
Banana,9/7/2019,24.81393443,28.32377049,26.55934426
Banana,9/8/2019,30.55,34.74347826,32.61521739
Banana,9/9/2019,25.56852459,28.82770492,27.1804918
Banana,9/10/2019,26.28692308,30.22076923,28.31923077
Banana,9/11/2019,18.67035714,20.95142857,19.89392857
Banana,9/12/2019,23.54148936,27.23553191,25.44382979
Banana,9/13/2019,21.37163934,24.47393443,23.36163934
Banana,9/14/2019,25.43809524,27.33333333,27.46904762
Banana,9/15/2019,19.92333333,22.62666667,21.37333333
Banana,9/16/2019,24.53678571,28.01232143,26.3275
Banana,9/17/2019,25.56746032,28.46269841,27.0184127
Banana,9/18/2019,20.26983607,24.0295082,22.15819672
Banana,9/19/2019,22.39015385,25.81369231,24.30984615
Banana,9/20/2019,24.57794521,27.81027397,26.25986301
Banana,9/21/2019,17.68333333,20.64244444,19.20777778
Banana,9/22/2019,20.01428571,21.71428571,20.95714286
Banana,9/23/2019,24.56166667,28.27683333,26.55016667
Banana,9/24/2019,22.97698413,26.36063492,24.81777778
Banana,9/25/2019,23.78045455,27.34575758,25.58893939
Banana,9/26/2019,22.448,26.14914286,24.60285714
Banana,9/27/2019,23.37890909,27.006,25.488
Banana,9/28/2019,22.246,26.52844444,25.17111111
Banana,9/29/2019,19,21.36111111,20.36666667
Banana,9/30/2019,23.74127273,27.37854545,25.74454545
Banana,10/1/2019,24.51545455,28.44454545,26.50709091
Banana,10/2/2019,32.01842105,35.95947368,34.85947368
Banana,10/3/2019,23.0285,27.0145,25.258
Banana,10/4/2019,22.65277778,25.87814815,24.32759259
Banana,10/5/2019,22.05727273,25.40763636,23.942
Banana,10/6/2019,20.63809524,22.22857143,21.58809524
Banana,10/7/2019,15.47958333,19.14583333,19.13791667
Banana,10/8/2019,24.505,28.4225,26.0575
Banana,10/9/2019,23.61491803,27.1552459,25.88983607
Banana,10/10/2019,23.92909091,27.25666667,26.05151515
